Concurso|Data_Sorteio|Bola1|Bola2|Bola3|Bola4|Bola5|Bola6|Bola7|Bola8|Bola9|Bola10|Bola11|Bola12|Bola13|Bola14|Bola15|Arrecadação_Total|Ganhadores_15_Números|Cidade|Ganhadores_14_Números|Ganhadores_13_Números|Ganhadores_12_Números|Ganhadores_11_Números|Valor_Rateio_15_Números|Valor_Rateio_14_Números|Valor_Rateio_13_Números|Valor_Rateio_12_Números|Valor_Rateio_11_Números|Acumulado_15_Números|Estimativa_Prêmio|Valor_Acumulado_Especial
1378|22/06/2016|1.0|2.0|3.0|6.0|8.0|10.0|12.0|13.0|17.0|19.0|20.0|21.0|23.0|24.0|25.0|R$19.883.164,00|2.0|BELÉMPABARUERISP|533.0|16161.0|181979.0|930839.0|R$709.072,19|R$1.169,53|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$49.104.729,88
1379|24/06/2016|1.0|2.0|4.0|5.0|7.0|8.0|9.0|10.0|12.0|14.0|15.0|17.0|18.0|21.0|22.0|R$18.192.448,00|1.0|SÃO PAULOSP|327.0|11826.0|141029.0|773085.0|R$1.560.287,63|R$1.468,16|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$49.464.796,26
1380|27/06/2016|3.0|4.0|5.0|6.0|8.0|11.0|12.0|14.0|15.0|16.0|17.0|21.0|22.0|24.0|25.0|R$19.649.046,00|0.0||313.0|9843.0|130028.0|758455.0|R$0,00|R$1.899,54|R$20,00|R$8,00|R$4,00|R$1.932.301,44|R$3.700.000,00|R$49.910.711,98
1381|29/06/2016|1.0|4.0|6.0|8.0|9.0|10.0|12.0|13.0|14.0|16.0|17.0|18.0|19.0|21.0|25.0|R$26.683.920,00|0.0||337.0|14696.0|187918.0|1087939.0|R$0,00|R$2.250,91|R$20,00|R$8,00|R$4,00|R$4.397.613,26|R$7.000.000,00|R$50.479.630,10
1382|01/07/2016|1.0|6.0|10.0|12.0|13.0|14.0|15.0|16.0|17.0|18.0|19.0|20.0|21.0|22.0|24.0|R$38.571.076,00|3.0|GUARATINGUETASPJAGUARIUNASPPALMASTO|528.0|22525.0|311719.0|1565243.0|R$2.605.655,27|R$1.992,63|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$51.268.711,46
1383|04/07/2016|2.0|6.0|7.0|8.0|9.0|13.0|14.0|15.0|16.0|17.0|20.0|21.0|22.0|24.0|25.0|R$22.894.070,00|2.0|FOZ DO IGUAÇUPRSÃO PAULOSP|275.0|10838.0|149604.0|896966.0|R$1.119.973,17|R$2.506,24|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$51.785.622,16
1384|06/07/2016|3.0|4.0|6.0|8.0|9.0|11.0|12.0|13.0|15.0|18.0|19.0|20.0|22.0|24.0|25.0|R$23.011.034,00|2.0|FORTALEZACEBURITISMG|536.0|17737.0|198608.0|1029985.0|R$889.883,09|R$1.459,54|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$52.196.337,44
1385|08/07/2016|4.0|5.0|8.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|17.0|18.0|19.0|20.0|23.0|R$23.581.610,00|2.0|SALVADORBABAURUSP|686.0|20764.0|228927.0|1084765.0|R$827.349,85|R$1.060,26|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$52.578.191,22
1386|11/07/2016|1.0|2.0|3.0|4.0|7.0|9.0|13.0|16.0|17.0|18.0|19.0|21.0|22.0|24.0|25.0|R$21.386.260,00|4.0|MANAUSAMSALVADORBASETE LAGOASMGPARANAGUÁPR|304.0|12853.0|168118.0|912891.0|R$456.959,02|R$1.850,03|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$52.999.999,55
1387|13/07/2016|1.0|3.0|4.0|5.0|6.0|7.0|9.0|11.0|12.0|13.0|14.0|15.0|16.0|18.0|24.0|R$22.510.500,00|2.0|UBERLÂNDIAMGSÃO PAULOSP|344.0|13735.0|209059.0|948576.0|R$913.791,09|R$1.634,69|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$53.421.749,29
1388|15/07/2016|1.0|3.0|5.0|7.0|8.0|10.0|11.0|12.0|15.0|18.0|19.0|20.0|21.0|23.0|25.0|R$22.832.914,00|13.0|ITABUNABASALVADORBACOROMANDELMGCuritibaPRFlorianópolisSCLAGARTOSECAMPINASSPGUARAREMASPIGARAPAVASPRibeirão PretoSPSERTÃOZINHOSPSÃO JOSÉ DOS CAMPOSSPSÃO PAULOSP|1252.0|32128.0|300963.0|1144718.0|R$79.406,89|R$362,42|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$53.659.969,97
1389|18/07/2016|1.0|2.0|4.0|5.0|6.0|8.0|10.0|12.0|14.0|15.0|16.0|17.0|18.0|20.0|21.0|R$21.454.566,00|7.0|MANAUSAMIPAMERIGOBELO HORIZONTEMGARAPONGASPRPIRACICABASPSÃO PAULOSPTABOÃO DA SERRASP|597.0|18816.0|195278.0|914592.0|R$240.726,74|R$1.240,69|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$54.048.836,25
1390|20/07/2016|3.0|5.0|6.0|7.0|8.0|11.0|13.0|14.0|15.0|16.0|17.0|18.0|20.0|21.0|23.0|R$21.434.056,00|2.0|IBIPITANGABAAMERICANASP|2519.0|20791.0|247393.0|1046971.0|R$616.220,46|R$215,05|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$54.333.245,71
1391|22/07/2016|1.0|3.0|5.0|6.0|10.0|11.0|12.0|15.0|16.0|17.0|19.0|20.0|21.0|24.0|25.0|R$22.221.822,00|4.0|BRASÍLIADFURBELÂNDIAMGVILHENAROOSASCOSP|647.0|18464.0|199698.0|1018676.0|R$408.525,42|R$1.110,17|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$54.710.346,10
1392|25/07/2016|1.0|2.0|3.0|4.0|8.0|9.0|14.0|15.0|16.0|17.0|18.0|20.0|21.0|22.0|25.0|R$20.888.980,00|1.0|RONDONÓPOLISMT|180.0|8931.0|122749.0|783720.0|R$2.165.677,53|R$3.702,01|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$55.210.117,85
1393|27/07/2016|3.0|4.0|5.0|7.0|9.0|10.0|11.0|12.0|13.0|14.0|17.0|18.0|20.0|22.0|23.0|R$20.537.190,00|7.0|EUCLIDES DA CUNHABACAMPINASSPGUARULHOSSPMOGI DAS CRUZESSPSÃO JOSÉ DOS CAMPOSSPSÃO PAULOSP|652.0|20524.0|214954.0|1008300.0|R$178.061,80|R$840,31|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$55.497.756,16
1394|29/07/2016|3.0|4.0|5.0|6.0|9.0|10.0|11.0|14.0|15.0|16.0|18.0|19.0|21.0|22.0|23.0|R$22.051.680,00|4.0|SALVADORBACANGUÇURSXANXERESCSÃO PAULOSP|502.0|13429.0|156810.0|866193.0|R$519.998,22|R$1.821,28|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$55.977.754,52
1395|01/08/2016|5.0|6.0|7.0|8.0|11.0|12.0|13.0|14.0|16.0|17.0|18.0|19.0|22.0|23.0|25.0|R$21.844.966,00|2.0|BRASÍLIADFVALINHOSSP|356.0|12497.0|160436.0|938497.0|R$951.455,03|R$1.644,70|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$56.416.887,62
1396|03/08/2016|3.0|5.0|6.0|7.0|10.0|12.0|13.0|17.0|18.0|19.0|20.0|22.0|23.0|24.0|25.0|R$22.238.486,00|5.0|CAMACANBAANANINDEUAPAJOINVILLESCPORTO BELOSCSANTA BARBARA DO OESTESP|505.0|19274.0|207754.0|1063594.0|R$303.788,58|R$1.322,11|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$56.767.412,90
1397|05/08/2016|1.0|3.0|4.0|5.0|6.0|8.0|9.0|11.0|12.0|13.0|14.0|18.0|21.0|22.0|25.0|R$22.744.690,00|1.0|SÃO PAULOSP|343.0|12085.0|162152.0|1005030.0|R$1.956.783,83|R$1.755,36|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$57.218.978,40
1398|08/08/2016|1.0|4.0|5.0|6.0|7.0|8.0|11.0|14.0|15.0|16.0|19.0|20.0|21.0|24.0|25.0|R$21.690.226,00|5.0|GOIÂNIAGOCONTAGEMMGCAMPINA GRANDEPBSANTO ÂNGELORSSÃO PAULOSP|507.0|15784.0|145559.0|810338.0|R$425.975,85|R$1.846,56|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$57.710.489,00
1399|10/08/2016|4.0|5.0|6.0|8.0|9.0|12.0|13.0|14.0|15.0|17.0|19.0|21.0|22.0|24.0|25.0|R$21.817.782,00|2.0|NITEROIRJGUARULHOSSP|572.0|18664.0|203881.0|974033.0|R$809.306,65|R$1.243,84|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$58.084.015,15
1400|12/08/2016|1.0|2.0|3.0|5.0|6.0|9.0|10.0|12.0|16.0|19.0|21.0|22.0|23.0|24.0|25.0|R$22.411.876,00|4.0|MANAUSAMSIMÕES FILHOBABALNEÁRIO CAMBORIÚSC|296.0|10909.0|158507.0|872145.0|R$539.239,99|R$2.242,16|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$58.581.775,14
1401|15/08/2016|1.0|3.0|4.0|5.0|6.0|7.0|8.0|14.0|15.0|18.0|19.0|21.0|22.0|24.0|25.0|R$19.277.244,00|4.0|SALVADORBASÃO PEDRO DOS CRENTESMACUIABÁMTAMERICANASP|296.0|11707.0|149711.0|802097.0|R$422.732,64|R$1.757,73|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$58.971.989,89
1402|17/08/2016|2.0|3.0|4.0|5.0|8.0|9.0|11.0|12.0|14.0|15.0|16.0|19.0|20.0|21.0|23.0|R$20.233.508,00|1.0|ARAXÁMG|351.0|11707.0|149536.0|839885.0|R$1.811.406,15|R$1.587,91|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$59.390.006,71
1403|19/08/2016|3.0|4.0|5.0|8.0|9.0|10.0|11.0|12.0|13.0|15.0|16.0|17.0|21.0|23.0|25.0|R$20.453.430,00|1.0|MARABÁPA|392.0|14945.0|188912.0|1033178.0|R$1.330.195,71|R$1.491,58|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$59.696.974,96
1404|22/08/2016|1.0|2.0|3.0|4.0|8.0|10.0|11.0|13.0|15.0|16.0|18.0|19.0|21.0|22.0|25.0|R$19.659.044,00|0.0||829.0|14065.0|159685.0|865433.0|R$0,00|R$844,76|R$20,00|R$8,00|R$4,00|R$1.593.201,80|R$4.500.000,00|R$60.064.636,92
1405|24/08/2016|2.0|3.0|4.0|7.0|9.0|10.0|11.0|14.0|15.0|16.0|18.0|19.0|20.0|23.0|24.0|R$26.257.542,00|4.0|BELO HORIZONTEMGFREI INOCENCIOMGCAMBÉPRCAMPINASSP|670.0|19218.0|212074.0|1121207.0|R$946.197,34|R$1.437,81|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$60.570.387,90
1406|26/08/2016|2.0|3.0|4.0|5.0|6.0|9.0|11.0|13.0|15.0|19.0|20.0|21.0|22.0|24.0|25.0|R$20.545.808,00|3.0|BELO HORIZONTEMGNOVA IGUAÇURJPEDRO AFONSOTO|370.0|14477.0|176196.0|945787.0|R$519.337,65|R$1.850,92|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$60.929.929,34
1407|29/08/2016|1.0|2.0|4.0|5.0|6.0|7.0|10.0|12.0|13.0|20.0|21.0|22.0|23.0|24.0|25.0|R$19.647.438,00|0.0||301.0|11682.0|145150.0|806240.0|R$0,00|R$1.812,66|R$20,00|R$8,00|R$4,00|R$63.112.374,39|R$85.000.000,00|R$63.112.374,39
1408|06/09/2016|1.0|3.0|5.0|8.0|10.0|11.0|12.0|13.0|14.0|19.0|21.0|22.0|23.0|24.0|25.0|R$209.571.936,00|10.0|PALMEIRA DOS INDIOSALASTOLFO DUTRAMGPONTE NOVAMGCAMPO GRANDEMSPONTA GROSSAPRSÃO JOSÉ DOS PINHAISPRPIRACICABASPSÃO PAULOSPVÁRZEA PAULISTASP|4120.0|141813.0|1857700.0|9732743.0|R$8.227.506,94|R$1.661,12|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$0,00
1409|09/09/2016|1.0|2.0|4.0|6.0|7.0|8.0|11.0|12.0|14.0|16.0|17.0|19.0|22.0|24.0|25.0|R$25.618.478,00|10.0|BUERAREMABAFEIRA DE SANTANABAVENDA NOVA DO IMIGRANTEESCARMO DO PARANAÍBAMGCASSILÂNDIAMSRONDONÓPOLISMTNOVA IGUAÇURJXANXERESCANGATUBASPOSASCOSP|864.0|21432.0|195835.0|986387.0|R$234.987,40|R$1.195,49|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$542.278,63
1410|12/09/2016|2.0|3.0|4.0|5.0|6.0|7.0|9.0|10.0|14.0|15.0|16.0|17.0|20.0|21.0|23.0|R$22.866.080,00|1.0|ROLIM DE MOURARO|628.0|19893.0|180444.0|963967.0|R$1.917.825,68|R$1.342,35|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$984.853,79
1411|14/09/2016|1.0|5.0|6.0|7.0|8.0|9.0|10.0|12.0|13.0|14.0|15.0|16.0|17.0|21.0|23.0|R$22.506.580,00|2.0|CONDEBARIO DE JANEIRORJ|373.0|10672.0|156394.0|1002188.0|R$974.404,53|R$1.607,60|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$1.434.578,97
1412|16/09/2016|5.0|6.0|7.0|9.0|11.0|13.0|15.0|16.0|18.0|19.0|21.0|22.0|23.0|24.0|25.0|R$23.072.506,00|5.0|MACEIÓALGOVERNADOR LINDENBERGESCUIABÁMTBOA VISTARRSÃO PAULOSP|618.0|19484.0|220522.0|1119773.0|R$306.562,41|R$1.090,23|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$1.788.304,84
1413|19/09/2016|2.0|3.0|4.0|5.0|6.0|7.0|8.0|9.0|10.0|13.0|16.0|17.0|18.0|21.0|25.0|R$21.754.470,00|3.0|FORTALEZACELAVRASMGRIO DE JANEIRORJ|273.0|10133.0|140893.0|873320.0|R$698.777,25|R$2.362,73|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$2.272.073,71
1414|21/09/2016|2.0|3.0|4.0|5.0|7.0|9.0|10.0|11.0|13.0|14.0|16.0|17.0|20.0|21.0|23.0|R$21.961.838,00|4.0|JUAZEIROBANOVO BRASILGOPARAIBA DO SULRJSANTA BARBARA DO OESTESP|761.0|28439.0|215104.0|1044773.0|R$347.118,94|R$801,99|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$2.592.491,20
1415|23/09/2016|2.0|4.0|5.0|6.0|10.0|12.0|13.0|15.0|17.0|18.0|19.0|22.0|23.0|24.0|25.0|R$22.380.706,00|5.0|CASA NOVABASALVADORBAMACAÉRJBAURUSPSÃO PAULOSP|739.0|18866.0|204629.0|1030278.0|R$324.543,43|R$965,19|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$2.966.964,40
1416|26/09/2016|3.0|4.0|5.0|7.0|8.0|9.0|10.0|12.0|14.0|15.0|17.0|18.0|19.0|20.0|24.0|R$21.384.424,00|1.0|SERRAES|573.0|17732.0|195424.0|985629.0|R$1.551.298,05|R$1.190,03|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$3.324.956,26
1417|28/09/2016|1.0|2.0|3.0|4.0|6.0|7.0|9.0|11.0|13.0|14.0|15.0|18.0|19.0|22.0|23.0|R$20.947.498,00|4.0|IBICOARABASEBERIRSSÃO JOSÉ DO RIO PRETOSPSÃO PAULOSP|401.0|14140.0|172836.0|956173.0|R$408.409,14|R$1.790,72|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$3.701.949,31
1418|30/09/2016|2.0|4.0|6.0|9.0|10.0|11.0|13.0|14.0|15.0|17.0|18.0|20.0|21.0|22.0|23.0|R$22.334.208,00|4.0|MACAPÁAPBELÉMPASEARASCSÃO PAULOSP|590.0|16008.0|185448.0|993010.0|R$444.300,08|R$1.324,04|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$4.112.072,47
1419|03/10/2016|2.0|3.0|6.0|7.0|11.0|12.0|15.0|16.0|17.0|18.0|19.0|20.0|21.0|23.0|24.0|R$21.288.982,00|4.0|PINHAISPRCAMPINASSPRibeirão PretoSPSÃO CARLOSSP|256.0|9284.0|128845.0|811681.0|R$542.070,72|R$2.606,11|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$4.612.445,44
1420|05/10/2016|1.0|4.0|6.0|7.0|8.0|10.0|13.0|14.0|15.0|16.0|17.0|20.0|22.0|23.0|25.0|R$21.859.828,00|3.0|JOÃO PESSOAPBRIO DE JANEIRORJSÃO CARLOSSP|381.0|12458.0|157155.0|886653.0|R$670.831,75|R$1.625,27|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$5.076.867,43
1421|07/10/2016|3.0|5.0|6.0|7.0|8.0|9.0|11.0|12.0|14.0|17.0|18.0|19.0|20.0|23.0|24.0|R$23.695.726,00|5.0|FARROUPILHARSEMBU DAS ARTESSPSANTO ANDRÉSPSÃO JOSÉ DOS CAMPOSSPSÃO PAULOSP|441.0|17061.0|214784.0|1103637.0|R$345.607,73|R$1.722,39|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$5.475.645,58
1422|10/10/2016|1.0|4.0|5.0|7.0|10.0|11.0|13.0|14.0|15.0|16.0|17.0|19.0|22.0|23.0|24.0|R$21.529.472,00|3.0|BAIXO GUANDÚESTrês LagoasMSCARAGUATATUBASP|441.0|15035.0|177266.0|944591.0|R$581.744,73|R$1.739,53|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$5.878.391,94
1423|14/10/2016|1.0|2.0|4.0|5.0|7.0|8.0|11.0|12.0|13.0|14.0|15.0|16.0|19.0|22.0|23.0|R$28.974.856,00|1.0|ITAPIRASP|441.0|16270.0|223775.0|1235621.0|R$2.503.550,17|R$1.746,76|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$6.456.134,29
1424|17/10/2016|2.0|4.0|5.0|6.0|8.0|9.0|10.0|11.0|13.0|17.0|18.0|20.0|21.0|23.0|25.0|R$20.788.212,00|8.0|FORTALEZACECASCAVELPRGUAPOREMAPRRIO DE JANEIRORJCAMPOS NOVOSSCCUNHA PORÃSCSUZANOSP|1253.0|26506.0|233466.0|1021794.0|R$143.695,63|R$403,27|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$6.721.418,55
1425|19/10/2016|1.0|3.0|4.0|5.0|8.0|9.0|11.0|12.0|13.0|14.0|16.0|19.0|20.0|21.0|25.0|R$21.377.800,00|0.0||328.0|11280.0|154433.0|891211.0|R$0,00|R$1.810,27|R$20,00|R$8,00|R$4,00|R$1.929.752,74|R$4.500.000,00|R$7.166.746,10
1426|21/10/2016|2.0|3.0|4.0|7.0|8.0|10.0|12.0|14.0|15.0|16.0|18.0|22.0|23.0|24.0|25.0|R$30.036.474,00|11.0|FORTALEZACEARAPUTANGAMTNOVA FRIBURGORJQUATISRJRIO DE JANEIRORJBAURUSPPIRACICABASPSÃO PAULOSPARAGUAÍNATO|1037.0|28478.0|294329.0|1377035.0|R$365.219,34|R$884,91|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$7.648.513,81
1427|24/10/2016|1.0|2.0|7.0|10.0|11.0|12.0|14.0|15.0|16.0|17.0|18.0|19.0|20.0|22.0|25.0|R$20.990.690,00|2.0|SALVADORBASARANDIRS|194.0|9485.0|132255.0|829941.0|R$1.030.986,64|R$3.270,38|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$8.124.353,81
1428|26/10/2016|2.0|3.0|4.0|5.0|6.0|8.0|9.0|13.0|17.0|18.0|19.0|20.0|21.0|22.0|25.0|R$20.884.466,00|0.0||297.0|11583.0|169506.0|904542.0|R$0,00|R$1.813,59|R$20,00|R$8,00|R$4,00|R$1.750.562,48|R$4.000.000,00|R$8.528.329,77
1429|28/10/2016|5.0|7.0|8.0|9.0|10.0|12.0|13.0|14.0|15.0|16.0|18.0|19.0|20.0|21.0|25.0|R$28.135.946,00|3.0|SÃO MIGUEL DOS CAMPOSALALFENASMGITUIUTABAMG|572.0|19724.0|245731.0|1296262.0|R$1.288.976,27|R$1.626,34|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$9.016.722,01
1430|31/10/2016|1.0|3.0|4.0|5.0|7.0|8.0|9.0|13.0|15.0|16.0|20.0|21.0|22.0|23.0|25.0|R$21.489.176,00|2.0|CASSILÂNDIAMS|385.0|14778.0|186966.0|1025736.0|R$778.316,52|R$1.777,23|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$9.375.945,02
1431|04/11/2016|1.0|2.0|7.0|8.0|9.0|10.0|12.0|14.0|15.0|16.0|17.0|19.0|20.0|23.0|25.0|R$29.233.174,00|1.0|BLUMENAUSC|469.0|17725.0|224459.0|1227154.0|R$2.554.180,29|R$1.675,70|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$9.965.371,25
1432|07/11/2016|1.0|3.0|4.0|5.0|10.0|11.0|12.0|16.0|17.0|18.0|20.0|21.0|23.0|24.0|25.0|R$22.577.460,00|5.0|GOIÂNIAGOCAMPOS DOS GOYTACAZESRJCATANDUVASPMOGI DAS CRUZESSPSÃO PAULOSP|331.0|11035.0|160425.0|949655.0|R$408.084,66|R$1.896,75|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$10.436.238,17
1433|09/11/2016|3.0|6.0|7.0|9.0|10.0|12.0|14.0|15.0|16.0|18.0|20.0|22.0|23.0|24.0|25.0|R$22.462.088,00|3.0|MANAUSAMCARAPICUIBASPTAQUARITINGASP|505.0|18120.0|203594.0|990252.0|R$574.057,40|R$1.499,00|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$10.833.662,53
1434|11/11/2016|3.0|4.0|5.0|6.0|7.0|9.0|10.0|12.0|13.0|15.0|18.0|19.0|22.0|23.0|24.0|R$23.176.558,00|4.0|BELO HORIZONTEMGMESQUITARJHOLAMBRASPSÃO PAULOSP|668.0|20015.0|223402.0|1119694.0|R$384.540,92|R$1.012,14|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$11.188.623,38
1435|14/11/2016|1.0|2.0|3.0|4.0|5.0|6.0|9.0|10.0|12.0|16.0|17.0|19.0|20.0|21.0|23.0|R$21.789.958,00|0.0||239.0|10060.0|150104.0|855059.0|R$0,00|R$2.708,34|R$20,00|R$8,00|R$4,00|R$2.103.702,67|R$3.500.000,00|R$11.674.093,23
1436|16/11/2016|1.0|2.0|3.0|5.0|6.0|8.0|11.0|12.0|15.0|17.0|18.0|19.0|22.0|23.0|24.0|R$23.447.630,00|1.0|COLOMBOPR|404.0|14803.0|178046.0|962902.0|R$4.193.218,85|R$1.591,41|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$12.156.289,28
1437|18/11/2016|2.0|4.0|5.0|6.0|7.0|8.0|9.0|11.0|13.0|14.0|17.0|19.0|20.0|23.0|25.0|R$22.749.904,00|3.0|CARBONITAMGVÁRZEA GRANDEMTSCHROEDERSC|840.0|22165.0|223860.0|1071078.0|R$507.086,59|R$796,05|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$12.507.349,23
1438|21/11/2016|1.0|4.0|7.0|8.0|9.0|10.0|11.0|12.0|14.0|15.0|17.0|20.0|21.0|22.0|24.0|R$21.613.060,00|0.0||337.0|14018.0|166183.0|879250.0|R$0,00|R$1.762,37|R$20,00|R$8,00|R$4,00|R$1.930.238,45|R$4.700.000,00|R$12.952.788,88
1439|23/11/2016|1.0|2.0|3.0|5.0|11.0|12.0|13.0|14.0|15.0|16.0|17.0|18.0|19.0|22.0|24.0|R$28.929.860,00|5.0|MANAUSAMCONSELHEIRO LAFAIETEMGSÃO MIGUEL DO IGUAÇUPRRIO DE JANEIRORJSÃO PAULOSP|369.0|15188.0|184161.0|1158942.0|R$943.702,11|R$2.325,01|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$13.596.236,30
1440|25/11/2016|2.0|3.0|8.0|10.0|12.0|13.0|14.0|16.0|17.0|18.0|20.0|21.0|22.0|24.0|25.0|R$22.037.558,00|1.0|SÃO JOÃO DO PIAUÍPI|410.0|15562.0|183211.0|957678.0|R$1.795.194,85|R$1.347,24|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$14.010.512,04
1441|28/11/2016|1.0|3.0|4.0|5.0|6.0|7.0|9.0|10.0|11.0|13.0|16.0|19.0|22.0|23.0|25.0|R$20.728.746,00|2.0|CuritibaPRINDAIATUBASP|682.0|20382.0|209250.0|991858.0|R$668.097,10|R$861,19|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$14.318.864,55
1442|30/11/2016|1.0|2.0|3.0|4.0|7.0|9.0|11.0|12.0|13.0|15.0|16.0|17.0|19.0|20.0|21.0|R$20.547.162,00|2.0|RIO DE JANEIRORJANDRADINASP|318.0|12537.0|165425.0|896706.0|R$852.233,93|R$1.649,22|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$14.712.203,29
1443|02/12/2016|1.0|2.0|3.0|5.0|7.0|8.0|9.0|10.0|11.0|12.0|14.0|15.0|16.0|17.0|24.0|R$23.320.458,00|2.0|JOINVILLESCCAMPINASSP|378.0|13835.0|200595.0|973818.0|R$985.648,09|R$1.604,64|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$15.167.117,80
1444|05/12/2016|1.0|2.0|4.0|5.0|6.0|9.0|10.0|11.0|14.0|15.0|17.0|18.0|20.0|21.0|24.0|R$22.518.940,00|3.0|SURUBIMPETOLEDOPRSANTOSSP|435.0|14685.0|171577.0|907008.0|R$677.563,37|R$1.437,80|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$15.636.200,14
1445|07/12/2016|1.0|4.0|5.0|6.0|8.0|10.0|13.0|15.0|16.0|17.0|18.0|20.0|22.0|23.0|25.0|R$22.693.282,00|3.0|UBERLÂNDIAMGTeresinaPIIRETAMAPR|709.0|24490.0|239746.0|1026831.0|R$503.879,56|R$937,17|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$15.985.039,84
1446|09/12/2016|1.0|4.0|6.0|7.0|8.0|12.0|13.0|16.0|17.0|20.0|21.0|22.0|23.0|24.0|25.0|R$22.723.700,00|0.0||315.0|10994.0|149113.0|869786.0|R$0,00|R$2.203,84|R$20,00|R$8,00|R$4,00|R$2.256.177,93|R$5.200.000,00|R$16.505.696,29
1447|12/12/2016|1.0|3.0|4.0|5.0|8.0|11.0|12.0|13.0|17.0|18.0|19.0|21.0|22.0|24.0|25.0|R$29.391.700,00|5.0|VILA VELHAESPEDREIRASMABELO HORIZONTEMGPASSO FUNDORSSÃO PAULOSP|604.0|19821.0|245596.0|1323641.0|R$914.001,43|R$1.683,88|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$17.039.656,88
